Geography,Gender,Age,Balance,NumOfProducts,HasCrCard,IsActiveMember,Exited
France,Female,42,176099.13,1,1,1,0
Germany,Female,48,122388.38,2,0,0,0
France,Male,42,0.0,2,0,1,0
France,Male,26,0.0,1,0,0,0
Spain,Female,32,118879.35,2,1,1,0
Spain,Male,35,0.0,2,1,1,0
France,Female,39,0.0,2,1,1,0
Spain,Female,38,88736.44,2,1,0,0
Germany,Male,45,102703.62,1,0,1,1
Spain,Female,70,0.0,2,1,1,0
Spain,Female,38,0.0,2,1,0,0
France,Male,55,97318.25,1,0,1,0
Spain,Male,58,128468.69,1,0,1,0
Germany,Female,41,133432.59,1,0,1,0
Germany,Female,40,141782.57,2,0,0,0
France,Male,24,135125.28,1,0,0,0
Spain,Male,42,178820.91,1,0,0,1
France,Female,31,112212.14,2,1,1,0
Germany,Female,45,126674.81,1,1,0,1
France,Female,51,136294.97,1,1,0,1
France,Female,36,66392.64,1,1,0,0
Germany,Male,27,122552.34,2,1,0,0
France,Male,43,76408.85,2,1,0,0
Germany,Male,36,145071.24,1,0,0,0
France,Male,34,0.0,2,1,1,0
France,Female,45,109730.22,1,1,1,0
France,Male,57,0.0,2,1,1,0
Spain,Male,62,64119.38,1,1,1,1
Germany,Female,57,106138.33,2,1,1,1
Spain,Male,36,0.0,2,1,1,0
Germany,Male,33,181656.51,1,1,1,0
France,Female,32,0.0,2,1,0,0
France,Male,30,95128.86,1,0,0,0
Spain,Female,49,126615.94,2,0,1,0
Spain,Male,36,0.0,2,0,1,0
Germany,Male,36,76190.48,2,1,1,0
Germany,Male,40,168286.81,3 or more,1,0,1
Germany,Male,35,88109.81,1,1,1,0
France,Male,42,0.0,2,1,0,0
France,Female,35,0.0,2,0,1,0
France,Female,34,123971.51,2,1,0,0
France,Male,48,148116.48,1,0,0,0
Germany,Male,35,116269.01,1,1,0,0
Spain,Male,38,120599.21,1,1,0,0
France,Female,41,144260.5,1,1,0,0
Spain,Female,25,86605.5,3 or more,1,0,1
France,Male,34,0.0,2,1,0,0
Germany,Female,37,58629.97,1,0,0,0
Spain,Female,42,0.0,2,0,0,0
France,Male,45,0.0,2,0,0,0
France,Female,43,0.0,1,1,1,0
Spain,Female,56,209767.31,2,1,1,1
Spain,Female,42,129634.25,2,1,1,1
France,Male,23,0.0,2,0,0,0
France,Female,38,169824.46,1,1,0,0
France,Male,36,97530.25,1,1,1,0
France,Female,42,145988.65,2,1,1,0
France,Male,37,0.0,2,0,1,0
France,Female,25,0.0,3 or more,1,1,0
France,Female,40,137494.28,1,1,0,0
France,Female,57,0.0,1,0,0,1
France,Male,24,147360.0,1,1,1,0
France,Female,25,0.0,2,0,0,0
Spain,Male,31,125167.02,1,0,0,0
Germany,Male,43,121152.05,2,1,0,1
Germany,Female,60,128981.07,1,0,1,1
France,Male,47,0.0,1,1,1,0
Spain,Male,67,151858.98,1,1,1,0
France,Male,36,114628.4,1,0,1,0
France,Male,46,0.0,2,1,0,0
France,Female,28,95059.02,2,1,0,0
France,Female,24,128736.39,1,0,1,0
France,Male,24,156325.38,1,1,1,0
France,Male,29,105405.97,1,1,1,0
France,Female,49,88915.37,3 or more,0,0,1
France,Male,60,0.0,2,1,1,0
France,Male,40,0.0,2,1,1,0
France,Male,18,160980.03,1,0,0,0
Spain,Female,46,177619.71,1,1,0,0
Spain,Male,38,62276.99,1,1,1,0
Germany,Male,46,127559.97,2,1,1,0
France,Male,41,0.0,2,0,1,0
Germany,Female,47,95523.16,1,1,0,0
France,Female,35,107749.03,1,1,1,0
Germany,Male,37,110777.26,2,1,0,0
Spain,Female,39,166733.92,2,1,0,0
France,Male,31,157120.86,2,1,0,0
Germany,Female,36,127160.78,2,1,0,0
Spain,Female,28,0.0,2,1,1,0
France,Female,37,156091.97,1,1,0,0
France,Male,58,98668.18,1,1,1,0
France,Female,43,134022.06,1,1,0,0
France,Female,35,124151.09,1,1,0,1
Germany,Female,36,77253.5,1,0,0,1
Germany,Female,21,114292.48,1,1,0,0
Germany,Male,43,140080.32,3 or more,1,1,1
Spain,Female,27,135277.96,1,1,0,0
France,Female,82,0.0,2,0,1,0
Germany,Male,60,115920.62,2,0,0,1
Spain,Male,41,119782.72,2,0,0,0
France,Female,63,114715.71,1,0,1,1
Germany,Female,36,129748.54,2,0,0,1
France,Male,31,129722.57,1,0,0,0
France,Male,32,0.0,2,0,1,0
France,Male,36,139180.2,1,0,0,0
Germany,Male,49,113599.74,2,1,0,1
France,Male,33,134944.0,1,1,1,0
Germany,Female,58,116922.25,1,1,0,1
Spain,Male,28,118945.09,1,0,0,1
France,Male,28,0.0,2,1,1,0
Spain,Female,35,119182.73,1,0,0,0
France,Male,27,0.0,2,1,0,0
France,Female,28,71264.02,2,0,1,0
France,Male,41,0.0,2,0,1,0
France,Female,35,0.0,2,0,0,0
Germany,Male,58,116313.57,1,1,1,1
Spain,Male,36,92140.15,1,0,1,0
France,Male,26,0.0,2,1,1,0
Germany,Male,42,177640.09,1,0,1,0
Spain,Female,35,0.0,2,1,0,0
Spain,Male,48,167997.6,1,1,1,0
France,Male,36,82275.35,2,1,1,0
France,Male,49,0.0,2,1,1,0
Germany,Female,48,111962.99,1,1,0,0
Germany,Female,34,131736.88,1,1,1,0
France,Male,29,0.0,1,1,0,0
Germany,Male,36,108239.11,2,0,0,0
France,Female,46,98444.19,1,0,1,0
Germany,Male,32,114540.38,1,1,0,0
France,Female,35,187530.66,2,1,1,0
Germany,Female,42,133636.16,1,0,1,0
France,Male,52,0.0,2,1,1,0
Germany,Female,44,84745.03,2,0,1,0
Germany,Female,31,120599.38,2,1,1,0
Spain,Female,29,0.0,2,0,1,0
France,Male,39,127771.35,2,0,1,0
Spain,Female,46,0.0,1,0,0,1
France,Female,33,0.0,1,0,0,0
France,Male,69,0.0,2,1,1,0
Germany,Male,53,167772.96,1,1,1,0
France,Female,37,95845.6,1,1,0,0
France,Female,35,0.0,2,1,0,0
Spain,Male,65,134714.7,2,0,1,0
Spain,Female,33,0.0,2,1,1,0
Germany,Male,28,122384.22,3 or more,1,1,1
France,Female,26,0.0,2,0,0,0
France,Male,25,157993.15,2,1,0,0
France,Male,29,0.0,2,1,0,0
Germany,Female,42,123331.36,1,0,0,1
Spain,Male,27,75263.16,1,1,1,0
France,Female,43,137824.03,2,1,0,0
Germany,Male,36,132578.92,2,1,0,0
France,Female,36,156021.31,1,0,0,0
Spain,Male,34,0.0,1,1,0,0
Spain,Female,69,137453.43,1,0,1,1
Spain,Male,36,0.0,2,1,0,0
Germany,Male,33,164284.72,2,1,1,0
France,Female,47,0.0,2,1,1,0
Spain,Male,56,0.0,2,1,1,0
Germany,Female,31,112373.49,2,1,1,0
France,Female,39,0.0,2,1,0,0
France,Female,34,0.0,2,1,1,0
Spain,Female,41,0.0,1,0,1,0
Germany,Female,29,154333.82,1,1,1,0
Germany,Male,37,111432.77,2,1,1,0
France,Female,30,0.0,2,0,0,0
France,Male,34,137390.11,2,1,0,0
Spain,Female,37,0.0,2,1,1,0
Germany,Female,56,111642.08,1,1,1,0
Spain,Female,48,0.0,1,0,1,1
France,Male,36,83543.37,1,0,0,0
Germany,Male,50,145338.76,1,0,0,1
France,Female,31,186796.37,1,0,0,0
Germany,Male,35,58641.43,1,0,1,0
Spain,Female,41,0.0,1,1,0,1
France,Male,44,137148.68,1,1,0,0
France,Male,49,80001.23,1,0,0,0
Germany,Male,21,86402.52,2,0,0,0
France,Female,42,0.0,2,1,0,0
Spain,Male,51,122874.74,1,1,1,0
France,Male,25,97544.29,1,0,1,0
Germany,Male,46,170826.55,2,1,0,0
Germany,Female,48,97133.92,2,0,0,1
Germany,Female,41,153895.65,1,1,1,0
France,Female,43,0.0,2,1,1,0
France,Female,57,0.0,2,0,1,0
Spain,Male,32,0.0,2,1,0,0
Germany,Female,49,134956.02,1,1,0,1
Spain,Male,39,143637.58,2,0,1,0
Spain,Male,32,147506.25,1,1,1,0
France,Male,64,0.0,2,1,0,1
France,Male,43,190227.46,1,1,0,1
France,Female,32,172448.77,1,1,0,1
France,Male,41,113980.21,1,1,1,0
France,Male,53,0.0,2,0,1,0
France,Male,38,0.0,2,0,0,0
Germany,Female,25,76968.12,2,0,1,0
France,Male,38,88293.13,2,1,1,0
France,Female,48,170833.46,1,1,0,1
Germany,Male,44,108122.39,2,1,0,1
France,Male,36,0.0,1,1,1,0
France,Female,40,0.0,1,1,1,0
Germany,Female,45,129818.39,3 or more,1,0,1
France,Female,35,163943.89,2,1,1,0
France,Male,28,0.0,2,1,0,0
France,Female,38,101430.3,2,0,1,0
France,Female,39,117301.66,1,0,0,0
Germany,Female,32,173340.83,1,0,1,0
Spain,Female,42,0.0,2,1,1,0
France,Female,33,134348.57,1,1,0,0
France,Female,45,105525.65,2,1,1,0
France,Female,60,0.0,1,1,0,1
France,Female,43,0.0,3 or more,1,0,1
France,Male,36,106192.1,1,1,0,0
France,Female,45,45144.43,1,1,0,1
France,Male,65,92113.61,1,1,1,0
France,Male,25,0.0,2,1,1,0
Spain,Male,38,128366.44,1,1,0,0
France,Male,42,0.0,2,1,1,0
Germany,Male,74,106545.53,1,1,1,0
France,Female,43,145618.37,1,0,1,0
Spain,Male,37,141541.25,1,0,0,0
Germany,Male,32,57017.06,2,1,1,0
France,Male,42,0.0,1,1,0,0
France,Female,51,0.0,3 or more,1,1,1
Germany,Female,35,125884.95,2,1,0,1
Germany,Male,32,61825.5,1,1,1,0
France,Male,35,0.0,2,1,0,0
France,Female,40,0.0,1,1,0,0
France,Female,40,102967.41,1,1,0,1
Germany,Male,25,171770.55,1,1,0,0
Germany,Male,40,93051.64,2,1,0,1
France,Male,36,161064.64,2,0,1,0
France,Female,48,90612.34,1,1,1,0
France,Male,28,145105.64,2,1,0,0
France,Male,58,0.0,1,0,0,1
France,Female,45,0.0,1,1,1,1
France,Male,33,174912.72,1,1,1,0
France,Female,46,104947.72,1,1,0,1
Spain,Male,31,135213.71,1,1,1,0
Spain,Male,25,0.0,2,1,0,0
France,Male,36,116229.85,2,1,1,0
Spain,Female,53,111201.41,1,1,1,0
Spain,Female,32,0.0,1,1,0,0
Germany,Male,27,131899.0,1,1,0,0
France,Male,35,124525.52,1,1,1,0
France,Male,47,0.0,1,1,0,0
France,Male,39,0.0,1,1,1,1
France,Female,45,47134.75,1,1,1,0
Spain,Male,35,0.0,2,0,0,0
Spain,Male,45,0.0,2,1,0,0
France,Male,44,0.0,2,0,1,0
Spain,Male,61,0.0,1,1,0,1
France,Male,51,0.0,3 or more,1,0,1
Germany,Female,19,138657.08,1,1,1,0
France,Female,34,70302.48,1,1,1,0
Germany,Female,36,101609.01,2,1,1,0
Spain,Male,35,0.0,1,1,1,0
Germany,Male,38,130170.82,1,1,1,0
Germany,Male,61,133802.29,2,1,1,0
France,Female,24,106234.02,1,0,0,0
Spain,Male,39,132628.98,1,0,0,0
Germany,Male,41,103522.75,2,1,1,0
Germany,Female,42,192390.52,2,1,0,0
Spain,Male,36,0.0,1,0,1,1
Spain,Male,37,0.0,3 or more,1,1,0
France,Female,38,0.0,2,0,1,0
France,Male,52,109922.61,1,1,1,1
Germany,Female,44,128605.32,1,0,1,0
France,Female,37,0.0,1,1,1,0
France,Female,37,68598.56,1,1,0,0
Spain,Male,35,106518.52,1,1,1,0
France,Female,31,0.0,2,0,0,0
France,Female,46,0.0,1,1,0,1
Germany,Female,29,121326.42,1,1,0,0
France,Male,36,67226.37,1,1,0,0
Spain,Female,25,82931.85,2,1,1,0
Spain,Female,39,0.0,1,1,0,1
France,Female,38,118590.41,1,1,1,1
France,Male,67,145981.87,1,1,1,0
France,Female,48,73309.38,1,0,0,1
France,Female,48,130796.33,2,1,1,0
Germany,Male,33,151607.56,1,1,0,0
Germany,Female,66,111577.01,1,0,1,0
Spain,Male,39,107042.74,1,1,1,0
Spain,Female,42,156371.61,2,0,1,1
France,Female,44,129605.99,1,0,0,0
Spain,Female,43,0.0,2,0,1,0
Spain,Female,67,0.0,2,1,1,0
Spain,Male,27,132576.25,1,0,0,0
France,Female,37,129101.3,1,1,1,0
Germany,Female,31,108822.4,1,1,1,0
Spain,Male,35,137948.51,1,1,0,0
Spain,Male,32,100433.8,1,1,1,0
Spain,Male,63,96134.11,3 or more,1,0,1
Germany,Female,43,115888.04,1,1,1,1
France,Female,42,124626.07,1,1,1,0
France,Female,34,139810.34,1,1,1,0
Spain,Female,34,0.0,2,0,0,0
France,Male,37,84496.71,1,0,0,0
Germany,Male,70,116854.71,2,0,1,0
France,Female,48,138333.03,1,1,1,0
France,Male,25,0.0,2,1,1,0
Germany,Male,43,78992.75,2,0,0,0
Spain,Female,38,97257.41,2,0,1,0
France,Male,34,122453.37,2,1,0,0
Spain,Female,36,112940.07,1,0,1,0
France,Female,43,132558.26,1,1,0,1
France,Female,38,0.0,2,1,0,0
France,Female,48,133297.24,1,1,0,0
France,Female,46,0.0,2,1,0,0
France,Male,27,197041.8,1,0,0,0
Germany,Female,44,71497.79,2,0,0,0
France,Male,32,0.0,2,1,1,0
Germany,Female,35,128100.28,1,0,0,1
France,Male,25,124532.78,2,0,1,0
Germany,Male,31,82293.82,2,1,1,0
France,Male,36,142120.91,1,1,0,0
Spain,Male,34,151839.26,1,1,0,1
Spain,Male,31,149620.88,2,1,1,0
France,Female,49,168197.66,1,1,0,1
France,Male,37,93147.0,2,1,0,0
France,Female,35,97440.02,2,1,1,0
Germany,Female,42,65046.08,2,0,1,0
Spain,Female,28,95357.49,1,0,0,0
Spain,Male,43,123105.88,2,1,0,0
Spain,Male,29,0.0,3 or more,0,1,0
Spain,Male,44,0.0,2,0,1,0
Spain,Male,62,121286.27,1,0,1,0
Germany,Female,28,167738.82,2,1,1,0
France,Female,38,104091.29,1,0,0,0
Germany,Female,42,121980.56,2,1,0,0
France,Female,43,0.0,2,1,1,0
Germany,Male,39,50880.98,2,1,1,0
France,Female,42,175159.9,2,0,0,1
Germany,Female,26,105514.69,2,1,0,0
Germany,Male,52,116497.31,3 or more,0,0,1
Spain,Female,33,0.0,2,1,0,0
France,Male,42,99824.45,1,1,1,0
France,Male,45,0.0,1,1,0,1
Spain,Male,71,0.0,1,1,1,0
France,Male,40,0.0,1,1,0,1
Spain,Male,35,122964.88,1,1,1,0
France,Female,29,0.0,2,0,1,0
Spain,Male,24,0.0,2,1,1,0
Spain,Female,43,0.0,2,0,1,0
France,Female,37,89634.69,1,1,1,1
Germany,Male,40,95710.11,2,1,0,0
Germany,Male,41,139706.31,1,1,0,0
Germany,Female,45,103909.86,1,1,0,1
France,Male,31,0.0,1,1,0,0
France,Male,49,173434.9,1,1,0,1
Spain,Male,32,102238.01,2,1,1,0
France,Female,48,179380.74,2,0,1,0
France,Male,32,0.0,2,1,1,0
France,Female,25,108691.95,1,1,0,0
France,Female,32,0.0,2,1,0,0
France,Male,33,0.0,2,0,0,0
Germany,Male,35,133377.8,1,0,1,0
Spain,Male,34,0.0,2,1,1,0
Spain,Male,53,0.0,1,1,1,0
France,Male,39,116537.6,1,0,0,0
France,Female,22,0.0,2,0,0,0
Spain,Male,40,0.0,2,0,1,0
France,Male,29,130131.08,2,0,1,0
France,Male,46,0.0,2,0,1,0
Spain,Male,30,0.0,1,1,0,0
France,Male,30,107316.09,1,1,0,0
France,Female,24,0.0,2,1,1,0
France,Male,30,83181.29,1,1,1,0
France,Female,72,0.0,1,1,1,0
Spain,Male,67,153946.14,1,1,1,0
France,Male,30,0.0,2,1,0,0
Spain,Female,39,135483.17,1,1,0,1
France,Male,35,0.0,2,1,0,0
France,Female,38,119624.54,2,1,1,0
Spain,Male,34,121132.26,2,1,0,0
Spain,Female,42,0.0,1,1,0,1
France,Female,48,0.0,1,1,0,1
Germany,Male,25,54817.55,1,1,0,0
Germany,Male,40,107949.45,1,1,0,1
France,Male,30,0.0,1,0,1,0
Spain,Female,49,80816.45,1,1,1,0
Germany,Male,38,98205.77,1,1,0,0
Spain,Female,50,94684.27,1,1,1,0
Spain,Female,22,141604.76,1,1,0,0
Spain,Female,74,0.0,2,1,1,0
Spain,Male,33,0.0,2,1,0,0
France,Female,47,122949.14,1,0,0,1
Germany,Male,33,81677.22,2,0,0,0
France,Male,38,80293.98,1,0,0,0
Spain,Female,48,155413.06,1,1,0,0
Spain,Female,38,0.0,2,1,1,0
Germany,Male,38,67111.65,1,1,0,1
France,Male,34,103818.43,1,1,1,0
France,Female,20,0.0,2,1,1,0
France,Male,36,152169.12,2,0,0,1
France,Female,52,0.0,1,1,1,1
Germany,Male,26,214346.96,2,1,0,0
France,Male,57,0.0,1,1,0,1
France,Male,40,113348.14,1,1,0,1
Germany,Female,47,170935.94,1,1,0,1
Germany,Male,52,103023.26,1,1,1,0
Spain,Female,23,0.0,2,0,1,0
Spain,Male,37,0.0,2,0,0,0
France,Female,31,111855.04,2,1,1,0
Germany,Female,32,140348.56,2,1,1,0
Spain,Male,39,0.0,2,1,0,0
France,Male,29,145512.84,1,1,0,0
Germany,Female,41,146720.98,2,1,1,0
France,Male,32,107209.73,1,1,1,0
Germany,Female,38,130933.74,1,0,1,0
Spain,Female,35,0.0,1,1,0,0
Spain,Male,36,89772.3,1,1,0,1
France,Female,32,0.0,2,1,0,0
France,Male,24,0.0,2,1,0,0
France,Male,42,0.0,1,1,0,1
France,Male,36,100749.5,3 or more,0,0,1
France,Female,31,0.0,2,1,0,0
Spain,Male,22,0.0,2,1,1,0
France,Female,51,123981.31,2,1,1,0
Germany,Female,34,91622.42,1,1,1,0
France,Male,36,126195.81,1,1,1,0
France,Male,41,94267.9,1,0,1,1
France,Male,40,0.0,2,1,1,0
France,Male,34,0.0,2,1,0,0
France,Male,29,0.0,1,1,0,1
Germany,Female,39,100717.85,3 or more,1,1,1
France,Male,36,0.0,2,1,0,0
France,Female,26,141581.71,2,0,0,0
Spain,Male,38,0.0,2,1,1,0
France,Female,39,148586.64,1,1,1,0
Spain,Male,29,0.0,2,1,0,0
Spain,Male,38,0.0,2,1,0,0
Germany,Female,32,123403.85,2,1,0,0
France,Male,28,0.0,2,1,0,0
France,Female,46,106511.85,1,1,0,0
France,Female,38,0.0,2,0,0,0
Germany,Female,34,135549.9,1,0,0,1
Germany,Male,38,110555.37,2,1,0,0
France,Male,31,0.0,2,1,0,0
France,Female,52,185891.54,1,1,1,1
Germany,Male,59,130854.59,1,1,1,1
France,Female,42,92578.14,2,0,0,0
Germany,Female,21,132312.06,1,1,0,1
France,Female,62,144976.5,1,0,0,1
Spain,Male,48,87070.23,1,0,1,0
France,Male,42,0.0,2,1,1,0
France,Female,47,115414.19,3 or more,0,0,1
Spain,Male,61,91070.43,1,1,1,0
Spain,Male,29,117412.19,2,1,0,0
Germany,Male,31,90018.45,2,1,0,0
France,Female,24,0.0,2,1,0,0
Germany,Male,56,112414.81,2,0,0,1
Germany,Male,33,158456.76,1,1,1,1
Spain,Male,35,0.0,1,1,0,1
Germany,Female,58,149641.53,1,1,1,0
Spain,Female,33,122528.18,1,1,0,0
Germany,Female,45,143734.01,2,1,1,0
France,Female,32,155663.31,1,1,0,0
France,Female,35,0.0,1,1,1,1
Germany,Female,34,101736.66,1,0,1,0
Spain,Male,37,125822.21,1,1,0,0
France,Male,37,0.0,2,1,1,0
France,Male,34,0.0,2,1,1,0
France,Female,27,0.0,1,1,1,0
Germany,Male,31,157791.07,2,0,0,0
France,Male,22,0.0,2,0,1,0
France,Female,42,0.0,2,1,0,0
Germany,Male,42,181627.14,2,1,0,0
Spain,Female,57,109679.72,1,0,1,0
France,Female,37,96652.86,1,1,0,1
France,Male,40,190008.32,2,1,1,0
Spain,Male,41,0.0,2,1,0,0
France,Male,43,0.0,2,1,1,0
Germany,Male,43,148962.76,1,0,1,1
France,Male,28,0.0,1,1,0,0
Germany,Female,30,131344.52,2,1,0,0
Germany,Female,29,101713.84,3 or more,1,0,0
Spain,Male,34,0.0,1,1,1,0
France,Male,38,0.0,2,0,0,0
France,Female,27,137963.07,1,0,0,0
Spain,Female,29,129938.07,1,0,1,0
Germany,Male,45,151421.44,1,0,1,0
Germany,Female,45,135643.0,1,0,0,1
Spain,Male,39,122773.5,2,1,1,0
France,Male,34,152303.8,1,1,0,0
France,Male,49,0.0,2,1,1,0
Spain,Male,54,79415.67,1,0,1,0
Germany,Female,58,125801.03,2,1,0,1
Spain,Male,37,0.0,2,1,0,0
France,Male,35,0.0,1,1,0,1
France,Male,41,104817.41,1,1,0,1
France,Female,30,0.0,1,1,0,0
Germany,Female,32,67495.04,2,0,1,0
France,Female,36,164850.54,1,1,1,0
Germany,Female,49,154776.42,2,0,0,0
Germany,Female,28,143124.63,2,1,0,0
France,Female,35,0.0,1,1,1,0
France,Female,27,0.0,2,1,0,0
France,Female,38,102133.38,1,1,1,0
Spain,Male,26,79932.41,1,0,0,0
Germany,Male,40,120711.73,1,0,0,1
Germany,Female,43,122717.53,2,1,1,0
Spain,Female,36,92363.3,2,1,0,0
Spain,Female,40,203715.15,1,1,0,1
Spain,Male,39,0.0,2,1,0,0
France,Male,34,0.0,2,0,0,0
France,Male,21,0.0,2,1,0,0
France,Male,49,0.0,1,1,1,1
Germany,Female,31,93460.47,2,0,0,0
France,Male,34,0.0,2,1,1,0
Germany,Female,24,40224.7,1,1,1,0
France,Female,43,168069.73,1,1,1,1
France,Male,36,0.0,2,1,1,0
Germany,Male,47,130538.77,1,1,0,0
France,Male,37,132623.6,1,1,1,0
France,Female,35,103465.02,2,1,1,0
France,Female,50,126547.8,1,1,1,1
France,Male,30,128262.72,2,1,0,0
France,Male,40,169742.64,1,1,1,1
France,Female,29,0.0,2,1,1,0
Germany,Male,27,150795.81,1,0,1,0
Spain,Female,61,129855.72,2,1,0,1
Spain,Female,28,146098.43,3 or more,1,0,1
France,Female,24,0.0,2,1,0,0
France,Female,43,0.0,1,1,1,0
Germany,Male,28,65643.3,1,1,0,0
Spain,Female,34,0.0,2,1,0,0
France,Male,38,104584.16,1,1,0,0
France,Male,41,0.0,1,0,1,0
Germany,Male,30,99785.28,2,0,0,0
Germany,Male,46,127655.22,1,1,0,1
France,Male,22,0.0,1,1,0,0
France,Male,35,101257.16,1,1,1,0
France,Female,40,0.0,2,1,1,0
France,Male,76,121313.88,1,0,1,0
Spain,Male,32,0.0,2,1,0,0
Germany,Male,30,81523.38,1,1,1,0
France,Female,47,128252.66,1,1,1,0
France,Female,32,0.0,2,0,0,0
France,Male,51,0.0,3 or more,1,0,1
France,Female,32,0.0,2,0,1,0
Spain,Male,42,0.0,2,1,0,1
France,Female,22,0.0,2,1,1,0
Spain,Male,33,0.0,1,1,0,1
Spain,Female,54,0.0,1,1,0,1
France,Male,33,0.0,1,0,1,0
Germany,Male,29,145541.56,2,1,1,0
France,Female,23,0.0,1,0,0,1
Germany,Male,44,124601.58,2,1,1,1
Germany,Female,33,115182.84,2,1,1,0
France,Male,37,163789.49,2,1,0,0
France,Male,46,65733.41,1,1,0,0
Spain,Male,47,0.0,2,0,1,0
Spain,Female,47,128486.11,1,1,0,0
Spain,Female,53,109663.47,1,1,1,0
Germany,Female,42,88324.31,2,1,0,0
France,Female,28,146445.24,2,1,0,0
France,Female,38,0.0,2,1,0,0
Spain,Female,31,0.0,2,1,1,0
Germany,Male,36,109949.05,2,0,1,0
Spain,Male,30,78653.05,1,1,0,0
Germany,Male,46,107850.82,1,1,0,1
Germany,Female,39,83765.35,2,1,0,0
France,Female,66,143773.07,1,1,1,0
Germany,Male,63,116227.27,1,1,1,0
Germany,Male,33,103471.52,1,1,1,0
France,Male,42,0.0,2,1,0,0
France,Male,24,137492.35,2,0,1,0
France,Male,28,0.0,2,1,0,0
France,Male,36,129829.59,1,1,1,0
France,Female,21,146329.57,2,1,1,0
Germany,Male,30,114027.7,1,1,1,0
Germany,Male,25,146580.69,1,0,1,0
Germany,Female,38,132122.42,2,0,0,0
France,Female,44,81553.93,1,1,0,1
France,Female,66,0.0,2,1,1,0
France,Male,24,0.0,2,1,0,0
Spain,Female,28,0.0,2,1,1,0
France,Female,26,0.0,2,1,1,0
Germany,Male,32,175214.71,1,1,1,0
Germany,Female,40,125534.51,1,1,0,1
France,Male,68,97705.99,1,1,1,0
Germany,Female,55,126817.65,2,1,0,0
France,Female,46,46870.43,3 or more,1,0,1
Spain,Male,46,0.0,2,1,1,0
France,Male,42,120094.93,1,1,0,0
France,Female,38,0.0,2,1,1,0
France,Female,33,0.0,2,1,0,0
Germany,Female,36,104356.94,2,0,1,0
Germany,Male,27,147004.34,1,1,0,1
Germany,Male,38,73023.17,2,1,0,0
Spain,Female,40,173432.55,1,0,1,0
France,Female,42,165679.92,1,0,0,0
Spain,Male,31,104678.62,1,0,1,0
France,Female,55,116973.26,3 or more,1,0,1
France,Female,36,0.0,1,1,0,0
Germany,Male,38,126732.85,1,1,1,0
France,Female,44,148481.09,1,1,0,0
France,Female,38,137654.05,2,1,1,0
Germany,Male,30,115315.04,1,1,0,0
France,Male,42,99095.73,1,1,1,0
Germany,Female,39,165610.41,2,0,0,0
France,Male,33,0.0,2,1,0,1
Spain,Male,32,161628.66,1,1,0,0
France,Male,32,146605.27,1,1,1,0
Germany,Male,37,113488.68,1,1,0,1
France,Male,42,77002.2,2,1,1,0
Spain,Male,67,0.0,2,0,1,0
France,Female,39,0.0,2,0,1,0
Spain,Male,25,0.0,2,1,1,0
Spain,Male,46,182364.53,1,0,0,1
France,Male,35,0.0,2,1,1,0
France,Male,45,149364.58,1,0,1,0
France,Male,59,127450.14,1,0,1,0
Spain,Female,63,162278.32,1,1,1,0
Spain,Male,37,152212.88,2,0,0,0
Spain,Female,39,161993.89,1,0,0,0
Spain,Male,39,131468.44,1,1,0,0
Germany,Male,40,102980.44,1,1,0,1
Germany,Male,31,143321.97,1,1,0,0
Spain,Female,37,130404.92,1,0,0,0
France,Female,41,0.0,2,1,1,0
France,Male,30,87505.47,2,0,1,0
France,Male,30,133634.02,1,1,1,0
Spain,Female,33,151233.62,1,0,0,0
Spain,Male,55,70263.83,1,0,1,0
France,Male,34,0.0,2,1,1,0
France,Male,30,57657.49,1,0,0,0
Germany,Male,42,153572.31,2,1,1,0
France,Male,37,134752.08,1,1,0,0
Spain,Male,34,83132.09,1,1,1,0
France,Female,31,0.0,2,1,0,0
Germany,Female,32,134096.53,2,1,0,1
France,Female,31,118100.59,2,1,0,0
Germany,Male,52,76915.4,1,0,0,1
Spain,Female,46,81576.75,1,1,1,1
Spain,Male,49,0.0,2,0,0,0
France,Male,33,118327.17,2,1,1,0
Spain,Male,30,124857.69,2,0,0,0
Germany,Female,27,90971.85,1,1,1,0
France,Female,37,153147.75,1,1,1,0
France,Male,38,65942.26,1,1,1,1
France,Male,38,0.0,2,1,1,0
France,Male,54,0.0,1,1,0,1
Spain,Female,27,100912.19,1,0,0,0
France,Female,31,0.0,2,1,1,0
France,Male,37,0.0,1,1,0,1
France,Female,43,0.0,3 or more,1,1,1
Germany,Male,41,124439.49,2,0,1,0
France,Female,47,0.0,2,1,1,0
France,Male,40,0.0,2,0,0,0
France,Female,44,58781.76,1,1,0,0
Spain,Male,50,159453.64,2,0,0,1
Germany,Male,26,142721.52,1,1,1,0
France,Female,46,167795.6,1,0,1,0
France,Female,38,128345.69,2,1,0,0
Spain,Male,20,165260.98,1,1,1,0
Germany,Female,62,118233.81,1,0,1,1
France,Female,40,0.0,1,1,0,1
Spain,Female,46,0.0,2,1,0,0
Germany,Male,37,143452.74,2,1,1,0
France,Male,38,145018.49,2,1,1,0
Germany,Female,38,82407.51,1,1,0,0
Germany,Male,28,79460.98,2,1,1,0
Spain,Female,43,0.0,1,1,0,1
Spain,Male,38,126473.99,1,1,0,0
Germany,Female,30,133537.1,2,1,0,0
France,Male,52,164978.01,1,1,1,0
Spain,Male,46,128029.72,1,1,1,0
Spain,Male,43,97403.18,1,1,1,1
